0.00000000  0.09574535 0.15280018
0.01000000  0.15964755 0.14745056
0.02000000  0.12336197 0.15892617
0.03000000  0.13660498 0.15547752
0.04000000  0.14535163 0.13351178
0.05000000  0.15385128 0.11598078
0.06000000  0.12794480 0.13559181
0.07000000  0.14659315 0.12496607
0.08000000  0.13972386 0.13287678
0.09000000  0.13995897 0.14667184
0.10000000  0.16393734 0.15140085
0.11000000  0.15801578 0.12816259
0.12000000  0.15183917 0.14020572
0.13000000  0.17916129 0.12371645
0.14000000  0.16249267 0.13154393
0.15000000  0.18796572 0.14160651
0.16000000  0.16050497 0.15075396
0.17000000  0.18087678 0.15000348
0.18000000  0.15991988 0.13230440
0.19000000  0.17695340 0.15255215
0.20000000  0.17264264 0.14218406
0.21000000  0.22983493 0.14283110
0.22000000  0.18699949 0.15731833
0.23000000  0.18916593 0.13842578
0.24000000  0.16994272 0.16493760
0.25000000  0.17532480 0.15969007
0.26000000  0.18706641 0.14093548
0.27000000  0.17486735 0.15381756
0.28000000  0.19146690 0.15262940
0.29000000  0.17470456 0.13964367
0.30000000  0.20167576 0.14257617
0.31000000  0.20684045 0.14841025
0.32000000  0.16976784 0.13238271
0.33000000  0.14595011 0.14228257
0.34000000  0.19431733 0.15307470
0.35000000  0.19782152 0.12657955
0.36000000  0.20059211 0.15867204
0.37000000  0.17147870 0.16816801
0.38000000  0.20860843 0.17681654
0.39000000  0.17165610 0.14382295
0.40000000  0.15638262 0.17068144
0.41000000  0.14584198 0.16672507
0.42000000  0.20348205 0.15095486
0.43000000  0.24805718 0.13798073
0.44000000  0.20728204 0.15577624
0.45000000  0.21099889 0.17346153
0.46000000  0.20816315 0.16952628
0.47000000  0.20010061 0.16655594
0.48000000  0.23946024 0.21927399
0.49000000  0.22618564 0.16751451
0.50000000  0.19411521 0.16364936
0.51000000  0.21095213 0.16381918
0.52000000  0.20096191 0.21193165
0.53000000  0.22572278 0.17114086
0.54000000  0.22886885 0.15091272
0.55000000  0.23216178 0.19025721
0.56000000  0.22191199 0.14700880
0.57000000  0.23135367 0.15449896
0.58000000  0.23618775 0.15801663
0.59000000  0.23418953 0.16042233
0.60000000  0.23353765 0.20059494
0.61000000  0.26351726 0.17099933
0.62000000  0.24307635 0.18424689
0.63000000  0.23307654 0.19640182
0.64000000  0.25261217 0.17021550
0.65000000  0.26388932 0.19719601
0.66000000  0.25654223 0.18716303
0.67000000  0.27203705 0.20653174
0.68000000  0.23619910 0.17511559
0.69000000  0.22538122 0.16746698
0.70000000  0.23693069 0.20399895
