0.00000000  0.00000000 0.03013763
0.01000000  0.00030258 0.02964209
0.02000000  0.00058229 0.02923844
0.03000000  0.00090440 0.02936058
0.04000000  0.00118071 0.02899382
0.05000000  0.00146388 0.02834912
0.06000000  0.00173796 0.02830206
0.07000000  0.00203701 0.02811696
0.08000000  0.00229675 0.02776527
0.09000000  0.00255968 0.02745977
0.10000000  0.00287060 0.02787297
0.11000000  0.00321713 0.02678777
0.12000000  0.00342871 0.02684066
0.13000000  0.00370286 0.02666576
0.14000000  0.00392414 0.02615619
0.15000000  0.00414666 0.02622004
0.16000000  0.00443702 0.02591154
0.17000000  0.00472144 0.02590519
0.18000000  0.00488257 0.02534670
0.19000000  0.00519170 0.02531436
0.20000000  0.00543212 0.02514230
0.21000000  0.00581950 0.02478410
0.22000000  0.00603614 0.02415876
0.23000000  0.00631805 0.02446529
0.24000000  0.00641980 0.02404169
0.25000000  0.00663329 0.02418478
0.26000000  0.00699369 0.02394446
0.27000000  0.00718608 0.02365373
0.28000000  0.00744504 0.02349767
0.29000000  0.00752411 0.02341086
0.30000000  0.00798195 0.02326878
0.31000000  0.00810218 0.02274008
0.32000000  0.00824684 0.02324592
0.33000000  0.00838660 0.02300042
0.34000000  0.00890265 0.02266968
0.35000000  0.00913737 0.02244030
0.36000000  0.00920927 0.02282540
0.37000000  0.00937825 0.02200705
0.38000000  0.00951384 0.02211249
0.39000000  0.00986058 0.02181576
0.40000000  0.01019162 0.02164881
0.41000000  0.01050437 0.02153085
0.42000000  0.01059559 0.02175688
0.43000000  0.01070425 0.02102021
0.44000000  0.01111451 0.02168755
0.45000000  0.01126629 0.02122603
0.46000000  0.01137845 0.02108711
0.47000000  0.01167886 0.02154033
0.48000000  0.01185971 0.02099199
0.49000000  0.01224760 0.02114043
0.50000000  0.01216753 0.02077284
0.51000000  0.01223974 0.02096418
0.52000000  0.01271930 0.02070830
0.53000000  0.01310402 0.02061456
0.54000000  0.01309056 0.02062173
0.55000000  0.01332145 0.02081787
0.56000000  0.01375139 0.02036225
0.57000000  0.01368780 0.02052091
0.58000000  0.01400340 0.02037256
0.59000000  0.01430156 0.02044249
0.60000000  0.01463660 0.01995110
0.61000000  0.01457934 0.02009868
0.62000000  0.01461860 0.02028417
0.63000000  0.01508494 0.02055493
0.64000000  0.01526306 0.02013019
0.65000000  0.01515315 0.01992240
0.66000000  0.01569574 0.01980445
0.67000000  0.01571719 0.01970705
0.68000000  0.01623595 0.01996464
0.69000000  0.01615420 0.01990690
0.70000000  0.01640386 0.02000658
0.71000000  0.01670302 0.01962302
0.72000000  0.01690993 0.01982416
0.73000000  0.01669851 0.01988722
0.74000000  0.01715451 0.01921348
0.75000000  0.01701250 0.01947008
0.76000000  0.01777709 0.01960949
0.77000000  0.01773314 0.01985947
0.78000000  0.01810550 0.01934774
0.79000000  0.01802480 0.01939858
0.80000000  0.01841153 0.01956312
0.81000000  0.01876636 0.01949124
0.82000000  0.01838006 0.01960370
0.83000000  0.01913492 0.01940509
0.84000000  0.01957904 0.01981383
0.85000000  0.01915327 0.01934685
0.86000000  0.01954315 0.02015769
0.87000000  0.01997011 0.01946153
0.88000000  0.01987258 0.01941864
0.89000000  0.01994216 0.01924345
0.90000000  0.02018924 0.01941924
0.91000000  0.02033639 0.01939025
