0.00000000  0.00000000 0.01982894
0.01000000  0.00020236 0.01979213
0.02000000  0.00039355 0.01965481
0.03000000  0.00058945 0.01941162
0.04000000  0.00079076 0.01909829
0.05000000  0.00097007 0.01924535
0.06000000  0.00115587 0.01898036
0.07000000  0.00134030 0.01911826
0.08000000  0.00155472 0.01813720
0.09000000  0.00172477 0.01856733
0.10000000  0.00190309 0.01789190
0.11000000  0.00208396 0.01795812
0.12000000  0.00230141 0.01807409
0.13000000  0.00245463 0.01755067
0.14000000  0.00261038 0.01754242
0.15000000  0.00277638 0.01737966
0.16000000  0.00294624 0.01733253
0.17000000  0.00314934 0.01710196
0.18000000  0.00340581 0.01685491
0.19000000  0.00353058 0.01675733
0.20000000  0.00365780 0.01686907
0.21000000  0.00379946 0.01678369
0.22000000  0.00392744 0.01665303
0.23000000  0.00421759 0.01638006
0.24000000  0.00431508 0.01614752
0.25000000  0.00451681 0.01613205
0.26000000  0.00457206 0.01607699
0.27000000  0.00484274 0.01608870
0.28000000  0.00490059 0.01594158
0.29000000  0.00508204 0.01539709
0.30000000  0.00524224 0.01570482
0.31000000  0.00536085 0.01547194
0.32000000  0.00553559 0.01532623
0.33000000  0.00576036 0.01554605
0.34000000  0.00582511 0.01501293
0.35000000  0.00602139 0.01520578
0.36000000  0.00622380 0.01509860
0.37000000  0.00628055 0.01480022
0.38000000  0.00635929 0.01478632
0.39000000  0.00650080 0.01499751
0.40000000  0.00674203 0.01470244
0.41000000  0.00697269 0.01447388
0.42000000  0.00720701 0.01432596
0.43000000  0.00717779 0.01451154
0.44000000  0.00739879 0.01440772
0.45000000  0.00750789 0.01422545
0.46000000  0.00767938 0.01403700
0.47000000  0.00772217 0.01420729
0.48000000  0.00781408 0.01420788
0.49000000  0.00816886 0.01389024
0.50000000  0.00808052 0.01391528
0.51000000  0.00827858 0.01418519
0.52000000  0.00838790 0.01358852
0.53000000  0.00859384 0.01365841
0.54000000  0.00860474 0.01364599
0.55000000  0.00883783 0.01386540
0.56000000  0.00892136 0.01358905
0.57000000  0.00923057 0.01340159
0.58000000  0.00943374 0.01348531
0.59000000  0.00950271 0.01337125
0.60000000  0.00967289 0.01333092
0.61000000  0.00941625 0.01358328
0.62000000  0.00981638 0.01337264
0.63000000  0.01015938 0.01326517
0.64000000  0.01025677 0.01338099
0.65000000  0.01005026 0.01344579
0.66000000  0.01037294 0.01326944
0.67000000  0.01056188 0.01303435
0.68000000  0.01071932 0.01326931
0.69000000  0.01091256 0.01324751
0.70000000  0.01097155 0.01333141
0.71000000  0.01092760 0.01331095
0.72000000  0.01119059 0.01328079
0.73000000  0.01130443 0.01313546
0.74000000  0.01133408 0.01292727
0.75000000  0.01159505 0.01303991
0.76000000  0.01161117 0.01311824
0.77000000  0.01183039 0.01308508
0.78000000  0.01185163 0.01330242
0.79000000  0.01194663 0.01318452
0.80000000  0.01203746 0.01309115
0.81000000  0.01254264 0.01287467
0.82000000  0.01249790 0.01308132
0.83000000  0.01280744 0.01301201
0.84000000  0.01306677 0.01290861
0.85000000  0.01300604 0.01267125
0.86000000  0.01315969 0.01309108
0.87000000  0.01324304 0.01288217
0.88000000  0.01336663 0.01300648
0.89000000  0.01352469 0.01295784
0.90000000  0.01362400 0.01292445
0.91000000  0.01356512 0.01306897
0.92000000  0.01368630 0.01298217
0.93000000  0.01397589 0.01304466
0.94000000  0.01424327 0.01327572
0.95000000  0.01411285 0.01293615
0.96000000  0.01431649 0.01296608
0.97000000  0.01418375 0.01315712
0.98000000  0.01452108 0.01333591
0.99000000  0.01486061 0.01288199
1.00000000  0.01490709 0.01324202
1.01000000  0.01495679 0.01340906
1.02000000  0.01540619 0.01324937
1.03000000  0.01512157 0.01332289
1.04000000  0.01567650 0.01322631
1.05000000  0.01555496 0.01327064
1.06000000  0.01530839 0.01316641
1.07000000  0.01591300 0.01332958
1.08000000  0.01593453 0.01339003
1.09000000  0.01598258 0.01344516
1.10000000  0.01612689 0.01324962
1.11000000  0.01616832 0.01361608
1.12000000  0.01626477 0.01335842
1.13000000  0.01656878 0.01343340
1.14000000  0.01682742 0.01354223
1.15000000  0.01666022 0.01346223
1.16000000  0.01716411 0.01361672
1.17000000  0.01721404 0.01375711
1.18000000  0.01717689 0.01371548
1.19000000  0.01720028 0.01361154
1.20000000  0.01757226 0.01383588
1.21000000  0.01767732 0.01376756
1.22000000  0.01749034 0.01373852
1.23000000  0.01762464 0.01385279
1.24000000  0.01777855 0.01385106
1.25000000  0.01837423 0.01398706
1.26000000  0.01837918 0.01414359
1.27000000  0.01864752 0.01399955
1.28000000  0.01833333 0.01402784
1.29000000  0.01854457 0.01414389
1.30000000  0.01877895 0.01422081
1.31000000  0.01906548 0.01419175
1.32000000  0.01894750 0.01460725
1.33000000  0.01930637 0.01423665
1.34000000  0.01969633 0.01433485
1.35000000  0.01947920 0.01464042
1.36000000  0.01970601 0.01456353
1.37000000  0.01945993 0.01467814
1.38000000  0.02013898 0.01471404
1.39000000  0.02035236 0.01476866
1.40000000  0.01989057 0.01468749
1.41000000  0.02077314 0.01458235
1.42000000  0.02034435 0.01482729
1.43000000  0.02100226 0.01478041
1.44000000  0.02102019 0.01489126
1.45000000  0.02085970 0.01485210
1.46000000  0.02128410 0.01523314
